用户名,评论
航麻麻Elmie,总体还算不错，午饭要提前在公众号上预约，会吃的比较顺利。大人60小孩儿40，说来也不便宜。小朋友玩的还挺高兴的，就是基本上都是户外，现在还行，再热点就扛不住了。如果户外有棚子就更好了。除了路途远还堵车外，倒也没啥缺点……					
wssgcy,娃玩了一个下午非常开心。农场有大片苹果林可以采摘，还有小动物乐园，可以喂山羊，兔子，孔雀等。亲子活动很多，娃种了草莓盆摘，还烤了6个绿茶紫薯酥（自己吃了四个半），还去种了小树苗🌱。还有很多狗狗，娃也特别喜欢。当然还有小宝宝玩的沙坑滑梯什么的，玩一天，妥妥的。工作人员态度也特别好，给我们照了很多照片，弥补了娃爸不会照相的遗憾。					
拉拉豆豆1124,五一假期的第一天，带着孩子们来这里玩。刚停好车，还没进门，就闹个不痛快！门口的一个男的先是问我们有没有年票，我们说有。然后又开始质问我们是不是一家人，说年票只可以家庭成员使用。我们说我们是，还不信，说看着不像！我说用回家给你拿户口本么？再说，我们提前在公众号就买了午饭，因为都是需要提前定的，就算没有年票，难不成还不能进去吃饭了？或者你这些使用情况是不是应该在购买之前就告知？总体来说，这里是一个果园，然后开辟出来一个孩子可以玩的地方，有跷跷板、秋千、建议的攀爬设施等。还有一些动物，孔雀、鸡、兔子和羊。就像前面提到的，在这里吃饭要提前在公众号里买，菜品是固定的，价位也是按人头说，1.2米以上都是60元，孩子40元，2岁以下免费。还有一些亲子活动，比如烘焙、盆栽等，还可以认领苹果树。					
celinebaggio,非常适合带孩子玩的地方，可以在那呆上一整天。农场的活动丰富多彩，有趣、有序。工作人员带着孩子们种花种树，详细介绍种植的相关知识。清明节还有做青团的活动，孩子们从和面自己动手开始，按皮，包馅，揉成团，过程很开心，收获满满。特别是亲子运动会，孩子和家长都很开心！一家非常友爱的亲子农场。					
魔庭痴狂,我们来的时候花还没开，这个地方是一个可以放松，可以发呆，也可以体验耕种乐趣的乐园，里面养了一些动物，可以来这里种树，也可以认养苹果树，听老板说马上也可以有烧烤，他家的餐厅很干净，偏西厨的风格。来这里需要开车，如果周末来需要提前预约，好像周末人特别多。希望老板增加一些趣味性的植物知识给孩子科普一下，这样孩子可以通过种植来认识很多植物。					
dpuser_9052085780,当然要给越多越好的星：）恰逢好时。十点左右到，直至下午三点离开，@共享花田农场给了我们意犹未尽的周末好时光，算是少有的冬日亲子小旅！感谢农场各位叔叔带尼洋接触土地，教她做饼干、画画、喂小兔子，细心引导示范拓展涉及的各种“超难”动作，还有罗斯福哥哥的陪伴^_^农场的午餐超赞，享受美味也发现惊喜和用心……回见！期待在帐篷里看夏日星空					
Huo.Tj,"“佳人苹果脸，瑞士葡萄牙”——今天一家人赶在苹果采摘节的尾巴来到了这家位于顺义区与昌平区交界的共享花田农场参加活动～这家位于凤凰岭的采摘园阳光充足，空气晴好，环境宜人；现代简约的商业风格与古朴自然的生态农业结合完美。工作人员小周等新朋友非常热情友好的接待了我们，午餐推荐了水饺，小周还给儿子赠送了鲜榨无添加的苹果汁。虽然餐厅的餐点价格并不便宜，但是舒适别致的环境还有工作人员的负责态度让我们非常开心。早晨打电话预约的，接电话的刘女士特意给我们一家开的专场，整个农场只有我们一家游客的待遇让儿子高兴极了，先是跟场主罗斯福小哥哥玩了拼贴积木，又在小周哥哥和爸爸的帮助陪伴下和小哥哥一起尝试了秋千，射箭以及攀岩等等“新式运动”（据介绍负责人老板娘刘女士还是某儿童著名射箭协会的教练）～儿子一直很喜欢一首儿歌“Applesong”,今天终于得以亲见苹果树和树上的果实，还用苹果喂了农场里的“大胃王”大白兔们，所宜匪浅，感恩、感谢🏻🏻🏻🏻🏻🏻🏻🏻🏻～～～～！！！！！！！！！					"
墨墨磨墨,今天不是周末，来了农场他们的工作人员也热情的招待了我们，还碰上集体活动大卡通狗很nice，主动来和小朋友拍照。这个农场与众不同，风格比较时尚，卫生间很干净，服务员都是年轻人很有活力，对小朋友也很照顾，以后娃不上课会经常来的，据说马上就可以有各种有机蔬菜了，期待，给个大大的赞					
柠檬,适合带孩子去户外活动亲近大自然的好地方，户外除了有有机苹果园，还有一些小动物，很多事运动和游乐设施，室内环境也很好，可以吃饭聊天，看书发呆，玩桌上足球，乐高磁力片也都有，总之每次去孩子们都舍不得走
铮儿123,这里吃喝玩乐一条龙，孩子玩的不亦乐乎，期待着参加采摘和种植活动。
Jocelyn,服务态度极差，用麦涛亲子预约还不好使，进门就让买中午饭，结果还迟迟不给吃的，能玩的太少了，就当买了十斤苹果吧，希望大家来这里要慎重。
benq_5425,不好，起码现在去很不好，看不见绿色，地方很小，玩的地方非常晒，能玩儿的地方也少，小动物园动物太少，很小一片区域，只有小狗兔子鹅鸡羊，不要相信图片……
dpuser_9550958582,干净美好又有趣的果园，大人孩子都喜欢，以苹果树为主，蔬菜主要供果园餐厅的客人食用。有儿童蹦床，秋千，户外攀爬设施等，适合春秋季节带小朋友跑跑采摘。场地还可以举办亲子活动公司团建生日聚餐等活动。
dpuser金金妈,今天参加了孩子们毕业季的亲子活动，真的没选错地方，这家农场超级赞，设计风格有艺术感，又干净整洁，工作人员全程组织活动，专业有序还有专人给我们拍了很多照片，特别特别感谢！最重要的是孩子们一整天玩得很开心，是家用心经营的农场，值得推荐！					
carolcarol2008,放假正好看到花田有活动就参加了，特别好的体验，价格也适中，午餐也不错量大都吃不完。工作人员都很敬业，带大家做了烘培，草莓盆栽，喂小动物，采摘，真是辛苦啦😄主要是娃开心玩儿了一整天还不想回家，回家路上还收到了农场给每个家庭拍摄的照片，好赞！必须好评，期待下次相聚！					
琳琳ai佳佳,娃炒鸡喜欢每天都要来😆挖沙子儿童乐园看动物摘野菜挖野菜采蘑菇一条龙很好户外活动好去处
